L;I;L;I
L;J;L;I
I;L;J;I
I;L;R;J
R;L;L;J
I;J;L;L
J;R;I;I
J;I;J;I
R;L;R;R
L;J;L;J
I;R;I;L
I;L;J;I
J;L;R;R
J;R;R;L
R;I;J;R
R;R;I;I
R;J;J;I
R;L;J;J
R;L;J;I
R;I;R;I
R;L;J;L
L;L;J;I
R;J;J;I
R;R;J;I
R;I;J;I
R;L;J;J
R;L;I;R
R;L;J;I
R;L;J;I
R;L;J;I
R;L;J;I
R;L;J;I
R;L;J;L
R;L;J;I
R;L;J;I
R;L;J;I
R;L;J;I
R;L;J;I
R;L;J;I
R;L;J;I
R;L;J;I
J;L;J;I
R;L;J;I
R;L;I;I
R;L;J;I
R;L;J;I
R;L;J;I
R;L;J;I
R;L;J;I
L;L;J;I
R;L;J;I
R;L;J;I
R;L;J;R
R;L;J;I
R;L;J;I
R;L;J;I
R;L;J;I
R;L;J;I
